File,sep= Submitting Device,Device User,Form Completed,Upload Completed,Submission ID,Submission ID generated by device,Tree Barcode - 树条码,Tree Barcode - 树条码 : timestamp,Tree Barcode - 树条码 : geostamp,Tree Status - 树状态 : Tree Vitality Score Guide - 树活力评分指南,Tree Status - 树状态 : Tree Vitality Score - 树活力评分,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : timestamp,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : geostamp,Tree Status - 树状态 : Tree Status Image - 树状态图像,Tree Status - 树状态 : Tree Symptom  -  树症状,Tree Status - 树状态 : Twig symptom - 树枝症状,Tree Status - 树状态 : Twig Vitality Score - 树活力评分,Tree Status - 树状态 : Branch symptom - 分支症状,Tree Status - 树状态 : Branch Vitality Score - 树活力评分,Tree Status - 树状态 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Trunk Vitality Score - 树活力评分,Tree Status - 树状态 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Leaves Vitality Score - 树活力评分,Tree Status - 树状态 : Bark symptom - 树皮症状,Tree Status - 树状态 : Bark Vitality Score - 树活力评分,Tree Status - 树状态 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Sap sucker symptom - 啄木鸟啄食症状,Tree Status - 树状态 : Other damage - 其他损坏,Tree Status - 树状态 : Tree images -  树 图片 : Tree Status image  - 树状态和损坏图像,Tree Status - 树状态 : Tree images -  树 图片 : Twig symptom - 树枝症状,Tree Status - 树状态 : Tree images -  树 图片 :  Branch symptom - 分支症状,Tree Status - 树状态 : Tree images -  树 图片 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Tree images -  树 图片 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Tree images -  树 图片 : Bark symptom - 树皮症状,Tree Status - 树状态 : Tree images -  树 图片 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Tree images -  树 图片 : Sap sucker symptom - 吸液器症状,Tree Status - 树状态 : Tree images -  树 图片 : Other damage - 其他损坏,Tree Status - 树状态 : Tree Status Notes - 树状态说明,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : timestamp,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : geostamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : timestamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : geostamp,Beetle Observation - 甲虫观察 : Beetle Genus - 甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 3,Beetle Observation - 甲虫观察 : Beetle Subfamily - 亚科/种类,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 4,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 5,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 6,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 7,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : timestamp,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : geostamp,Beetle Observation - 甲虫观察 : Beetle Image - 甲虫图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle evidence images - 甲虫证据图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle Notes -  笔记,Beetle Observation - 甲虫观察 : Beetle code ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : timestamp,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : timestamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : geostamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : timestamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_Index_value,Beetle Observation - 甲虫观察 : Time_of_recording,Beetle Observation - 甲虫观察 : Time_of_recording : timestamp,Notes -  笔记
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:22:33 -04:00,2022-05-19 16:24:13 +00:00,70618888,DBCCB37F-6E74-4B87-A69B-CC9968186BD0,14035084,2022-05-19 12:18:34,"lat=29.719172, long=-82.413234, alt=55.007480, hAccuracy=9.700697, vAccuracy=14.734562, timestamp=2022-05-19T16:18:34Z",,2 - Slightly unhealthy - 轻微不健康,,,,"Leaves - 树叶,Other - 其他",,,,,,,Wilting - 枯萎,,,,,,Gall-like structure on trunk,http://app.devicemagic.com/organizations/261690/stored_files/v2/1e99e610-b9be-013a-071f-0a08a6b2746a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/20a64400-b9be-013a-071f-0a08a6b2746a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/22939f80-b9be-013a-071f-0a08a6b2746a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:24:35 -04:00,2022-05-19 16:26:01 +00:00,70618952,FCA3D069-1464-4976-8413-C4992ED2CA13,14035076,2022-05-19 12:23:23,"lat=29.719118, long=-82.413310, alt=54.697105, hAccuracy=7.747978, vAccuracy=10.552893, timestamp=2022-05-19T16:23:23Z",,1 - Healthy - 健康,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/5ae2e9d0-b9be-013a-6625-1673ff8af2d4,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/5c6bb0d0-b9be-013a-6625-1673ff8af2d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:29:17 -04:00,2022-05-19 16:32:10 +00:00,70619163,1F187D13-E849-48CC-8BA2-9D63FFDC553A,14035072,2022-05-19 12:25:46,"lat=29.719087, long=-82.413376, alt=54.619154, hAccuracy=9.178606, vAccuracy=16.199848, timestamp=2022-05-19T16:25:46Z",,4 - Severely unhealthy - 严重不健康,,,,"Leaves - 树叶,Other - 其他",,,,,,,Wilting - 枯萎,,,,,,Gall-like structures on the trunk,http://app.devicemagic.com/organizations/261690/stored_files/v2/3fb6f0e0-b9bf-013a-70d3-4ad76dfdd3d1,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/4121a830-b9bf-013a-70d3-4ad76dfdd3d1,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/43055d50-b9bf-013a-70d3-4ad76dfdd3d1,Tree looks dead but may still alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:31:38 -04:00,2022-05-19 16:34:04 +00:00,70619237,BC93EB71-684F-454F-B4AE-1E0D187B93FE,14035090,2022-05-19 12:30:09,"lat=29.719119, long=-82.413268, alt=54.604010, hAccuracy=13.896742, vAccuracy=21.413541, timestamp=2022-05-19T16:30:09Z",,1 - Healthy - 健康,,,,"Leaves - 树叶,Other - 其他",,,,,,,Wilting - 枯萎,,,,,,Leaf spots,http://app.devicemagic.com/organizations/261690/stored_files/v2/7c6652a0-b9bf-013a-f549-5a2634646e86,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7dec6b90-b9bf-013a-f549-5a2634646e86,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7f4bb670-b9bf-013a-f549-5a2634646e86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:35:43 -04:00,2022-05-19 16:38:12 +00:00,70619391,ABD429FD-743B-42E8-A90E-F0114C6A5F4E,14035094,2022-05-19 12:32:28,"lat=29.719156, long=-82.413350, alt=55.107910, hAccuracy=6.571157, vAccuracy=13.164154, timestamp=2022-05-19T16:32:28Z",,3 - Moderately unhealthy - 中度不健康,,,,"Leaves - 树叶,Other - 其他",,,,,,,Wilting - 枯萎,,,,,,A branch discolored and dropped ,http://app.devicemagic.com/organizations/261690/stored_files/v2/11954d00-b9c0-013a-218d-527cb6b3038a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/13cf9560-b9c0-013a-218d-527cb6b3038a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/155dedc0-b9c0-013a-218d-527cb6b3038a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:38:24 -04:00,2022-05-19 16:41:31 +00:00,70619523,A54DC2D3-18EE-40C3-9001-E934DA120F22,14035091,2022-05-19 12:37:26,"lat=29.719143, long=-82.413314, alt=51.444633, hAccuracy=4.712748, vAccuracy=3.408011, timestamp=2022-05-19T16:37:25Z",,1 - Healthy - 健康,,,,"Leaves - 树叶,Other - 其他",,,,,,,Wilting - 枯萎,,,,,,Leaf spots,http://app.devicemagic.com/organizations/261690/stored_files/v2/c91d8350-b9c0-013a-1de3-3e4cfeab4984,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/cac1f250-b9c0-013a-1de3-3e4cfeab4984,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/cc5360d0-b9c0-013a-1de3-3e4cfeab4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:41:02 -04:00,2022-05-19 16:41:57 +00:00,70619552,D29B5460-216A-4D28-B204-F6C8550302E4,14035088,2022-05-19 12:39:24,"lat=29.719107, long=-82.413317, alt=54.104255, hAccuracy=10.345739, vAccuracy=20.640600, timestamp=2022-05-19T16:39:24Z",,2 - Slightly unhealthy - 轻微不健康,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/d49ac3f0-b9c0-013a-2d71-66fab0cd12b5,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/d62f5220-b9c0-013a-2d71-66fab0cd12b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:42:44 -04:00,2022-05-19 16:44:31 +00:00,70619662,62139619-7B0E-495C-84C5-C1546130A4A0,14035075,2022-05-19 12:41:46,"lat=29.719136, long=-82.413312, alt=55.295630, hAccuracy=7.618917, vAccuracy=14.493192, timestamp=2022-05-19T16:41:46Z",,1 - Healthy - 健康,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2a7a0d30-b9c1-013a-3747-268f8e2cadb1,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2c725130-b9c1-013a-3747-268f8e2cadb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:45:14 -04:00,2022-05-19 16:47:23 +00:00,70619747,38630111-7819-4856-8E15-2400A1146351,14035082,2022-05-19 12:43:50,"lat=29.719076, long=-82.413338, alt=50.260843, hAccuracy=4.727583, vAccuracy=3.387403, timestamp=2022-05-19T16:43:49Z",,1 - Healthy - 健康,,,,Leaves - 树叶,,,,,,,Leaf rolling - 卷叶,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/99c334f0-b9c1-013a-c4b4-2add79e579a2,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/9b77c4f0-b9c1-013a-c4b4-2add79e579a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:47:51 -04:00,2022-05-19 16:48:46 +00:00,70619810,1CBCEC51-2452-4629-A9E5-9CBEE48E886F,14035099,2022-05-19 12:46:54,"lat=29.719128, long=-82.413414, alt=54.949249, hAccuracy=8.526393, vAccuracy=16.679958, timestamp=2022-05-19T16:46:54Z",,1 - Healthy - 健康,,,,Leaves - 树叶,,,,,,,Spots - 斑点,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c48f57b0-b9c1-013a-252f-265e51d1f299,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c5ea0140-b9c1-013a-252f-265e51d1f299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:52:35 -04:00,2022-05-19 16:53:46 +00:00,70619949,D5F78125-A8E5-49C9-AE96-5D48786446A3,14035081,2022-05-19 12:48:44,"lat=29.719134, long=-82.413326, alt=54.250123, hAccuracy=4.791654, vAccuracy=3.296148, timestamp=2022-05-19T16:48:44Z",,2 - Slightly unhealthy - 轻微不健康,,,,"Leaves - 树叶,Other - 其他",,,,,,,Wilting - 枯萎,,,,,,Leaf discoloration ,http://app.devicemagic.com/organizations/261690/stored_files/v2/3dc261b0-b9c2-013a-2ee0-3632f5131278,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/3fbfe6b0-b9c2-013a-2ee0-3632f5131278,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/41bd7e40-b9c2-013a-2ee0-3632f5131278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:54:46 -04:00,2022-05-19 16:56:45 +00:00,70620047,84D6A695-46B9-49FB-BBEA-C209D4D6B36C,14035097,2022-05-19 12:53:26,"lat=29.719141, long=-82.413382, alt=54.542885, hAccuracy=7.442545, vAccuracy=13.355035, timestamp=2022-05-19T16:53:25Z",,2 - Slightly unhealthy - 轻微不健康,,,,"Leaves - 树叶,Other - 其他",,,,,,,Wilting - 枯萎,,,,,,Gall-like structure on the trunk,http://app.devicemagic.com/organizations/261690/stored_files/v2/b0e77220-b9c2-013a-2502-7e54b0024644,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b3284380-b9c2-013a-2502-7e54b0024644,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b55df1d0-b9c2-013a-2502-7e54b0024644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:56:43 -04:00,2022-05-19 16:58:15 +00:00,70620094,8E786E01-DCDD-4EE0-8F0C-745A3815265B,14035080,2022-05-19 12:55:44,"lat=29.719132, long=-82.413353, alt=54.327268, hAccuracy=8.122897, vAccuracy=16.332184, timestamp=2022-05-19T16:55:43Z",,1 - Healthy - 健康,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/dd325a80-b9c2-013a-3a07-42aff616c962,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/de86c5c0-b9c2-013a-3a07-42aff616c962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 12:58:05 -04:00,2022-05-19 16:59:14 +00:00,70620126,1D50CDFB-FA93-4D47-ADB5-E60531DD4735,14035085,2022-05-19 12:57:23,"lat=29.719151, long=-82.413371, alt=53.688238, hAccuracy=4.600123, vAccuracy=3.558568, timestamp=2022-05-19T16:57:21Z",,2 - Slightly unhealthy - 轻微不健康,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/054493f0-b9c3-013a-243e-1ad63a57aa73,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/07c61350-b9c3-013a-243e-1ad63a57aa73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 13:00:23 -04:00,2022-05-19 17:02:13 +00:00,70620201,99F561C2-21C7-49D2-8C79-6EFC38E857C0,14035096,2022-05-19 12:59:00,"lat=29.719222, long=-82.413366, alt=55.547494, hAccuracy=18.228932, vAccuracy=31.363973, timestamp=2022-05-19T16:59:00Z",,2 - Slightly unhealthy - 轻微不健康,,,,"Leaves - 树叶,Other - 其他",,,,,,,Wilting - 枯萎,,,,,,Leaf spots,http://app.devicemagic.com/organizations/261690/stored_files/v2/6a672df0-b9c3-013a-0671-5ee3843623bf,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6b5ed4c0-b9c3-013a-0671-5ee3843623bf,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6c5ca230-b9c3-013a-0671-5ee3843623bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 13:02:56 -04:00,2022-05-19 17:04:50 +00:00,70620258,1D93D97D-930F-465B-96A9-A3AB9FDCC58B,14035074,2022-05-19 13:01:13,"lat=29.719085, long=-82.413432, alt=54.969336, hAccuracy=8.862223, vAccuracy=15.586657, timestamp=2022-05-19T17:01:13Z",,4 - Severely unhealthy - 严重不健康,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c7b6b6a0-b9c3-013a-af1c-3ed97a4db056,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c9463570-b9c3-013a-af1c-3ed97a4db056,,,,,Tree looks dead but may still alive ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 13:05:21 -04:00,2022-05-19 17:07:09 +00:00,70620378,55E4C145-DEE9-473B-B049-4D1BFBB7EFE9,14035070,2022-05-19 13:03:33,"lat=29.719069, long=-82.413407, alt=55.203006, hAccuracy=7.409788, vAccuracy=14.946839, timestamp=2022-05-19T17:03:33Z",,4 - Severely unhealthy - 严重不健康,,,,"Leaves - 树叶,Other - 其他",,,,,,,Wilting - 枯萎,,,,,,Gall-like humps on the trunk,http://app.devicemagic.com/organizations/261690/stored_files/v2/1f3bf780-b9c4-013a-b140-3e20129d3e5a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/211e7be0-b9c4-013a-b140-3e20129d3e5a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2303a7c0-b9c4-013a-b140-3e20129d3e5a,Tree looks dead but may still alive ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 13:06:50 -04:00,2022-05-19 17:08:32 +00:00,70620429,AE732EAB-3B28-41F1-8175-07378D03909A,14035098,2022-05-19 13:06:02,"lat=29.719194, long=-82.413426, alt=55.069173, hAccuracy=4.727376, vAccuracy=3.467331, timestamp=2022-05-19T17:06:00Z",,1 - Healthy - 健康,,,,"Leaves - 树叶,Other - 其他",,,,,,,Wilting - 枯萎,,,,,,Leaf spots,http://app.devicemagic.com/organizations/261690/stored_files/v2/4e953550-b9c4-013a-30c1-7accebba1c68,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/50dee5a0-b9c4-013a-30c1-7accebba1c68,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/52d73b30-b9c4-013a-30c1-7accebba1c68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 13:08:49 -04:00,2022-05-19 17:10:03 +00:00,70620483,F9B75A98-CC67-439F-80F1-42D5494965D2,14035087,2022-05-19 13:07:30,"lat=29.719180, long=-82.413356, alt=54.776405, hAccuracy=10.839729, vAccuracy=18.980355, timestamp=2022-05-19T17:07:29Z",,3 - Moderately unhealthy - 中度不健康,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/879b0b00-b9c4-013a-70d3-4ad76dfdd3d1,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/890ca6e0-b9c4-013a-70d3-4ad76dfdd3d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-19 13:11:08 -04:00,2022-05-19 17:13:02 +00:00,70620583,A4FDBA24-C907-4842-8F84-FA666A50D362,14035079,2022-05-19 13:09:30,"lat=29.719074, long=-82.413405, alt=54.587072, hAccuracy=10.970860, vAccuracy=16.849874, timestamp=2022-05-19T17:09:28Z",,1 - Healthy - 健康,,,,Other - 其他,,,,,,,,,,,,,Leaf discoloration ,http://app.devicemagic.com/organizations/261690/stored_files/v2/ebb96120-b9c4-013a-a81e-36ce17e82be2,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/edcc4940-b9c4-013a-a81e-36ce17e82be2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-26 10:27:57 -04:00,2022-05-26 14:28:06 +00:00,70846277,02C2453A-3169-4BE8-B5CB-3BD4668FD1ED,14035077,2022-05-26 10:26:27,"lat=29.719122, long=-82.413268, alt=56.241703, hAccuracy=40.303122, vAccuracy=9.909268, timestamp=2022-05-26T14:26:23Z",,1 - Healthy - 健康,,,,Leaves - 树叶,,,,,,,Spots - 斑点,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/0c7b7ca0-bf2e-013a-6513-3e20129d3e5a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/0ec46c20-bf2e-013a-6513-3e20129d3e5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-26 10:32:30 -04:00,2022-05-26 14:32:44 +00:00,70846477,AE00E49B-5266-45AE-A492-04D4F3ED1BAF,14035073,2022-05-26 10:30:55,"lat=29.719187, long=-82.413370, alt=56.549910, hAccuracy=12.826072, vAccuracy=22.596497, timestamp=2022-05-26T14:30:54Z",,4 - Severely unhealthy - 严重不健康,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b91142b0-bf2e-013a-da29-72e040615da1,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/baad9210-bf2e-013a-da29-72e040615da1,,,,,Tree looks dead but still alive ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-26 10:37:40 -04:00,2022-05-26 14:37:54 +00:00,70846671,9BE20CB7-7161-4E44-8A05-E4E28B91D22C,14035071,2022-05-26 10:35:14,"lat=29.719230, long=-82.413319, alt=55.236640, hAccuracy=4.942316, vAccuracy=3.364234, timestamp=2022-05-26T14:35:12Z",,2 - Slightly unhealthy - 轻微不健康,,,,Leaves - 树叶,,,,,,,"Leaf rolling - 卷叶,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6b794a20-bf2f-013a-5980-3e4cfeab4984,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6d7e5ef0-bf2f-013a-5980-3e4cfeab4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表 (17).csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-05-26 10:39:37 -04:00,2022-05-26 14:39:52 +00:00,70846768,2AFB1BCF-B0B3-4C0E-B25C-1BAC11B3B5D1,14035076,2022-05-26 10:38:24,"lat=29.719221, long=-82.413316, alt=55.689840, hAccuracy=7.142499, vAccuracy=11.240881, timestamp=2022-05-26T14:38:24Z",,1 - Healthy - 健康,,,,Leaves - 树叶,,,,,,,"Wilting - 枯萎,Spots - 斑点",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b37f5350-bf2f-013a-be54-667e7184a045,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b541cf40-bf2f-013a-be54-667e7184a045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
